//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2015 IGC-Network (R)
//# ---------------------------------------------------------
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// For Shops configuration and spawn refer to IGC_ShopList.xml

// ############################################
// -- Groups Legend
// ############################################
// ============================================
// -- 0 : NPC
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction
//	[G]	Description
// ============================================
// -- 1 : Multiple Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 2 : Single Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G] Description
// ============================================
// -- 3 : Golden Monster
// -- Fortune Pouch Event Multiple Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 4 : Event Monster (BC/DS/CC)
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G]	Description
// ============================================
// -- 5 : Imperial Fort Event Monsters
// ============================================
//  [A] MonsterID
//  [B] MapNumber
//  [C] Distance (Move Range)
//  [D] Coordinate X
//  [E] Coordinate Y
//  [F] Direction
//  [G] Zone
//  [H] Day
//  [I] Description
// ============================================
// --  6 : Acheron Monsters
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X
//	[E] Y
//	[F] W
//	[G]	H
//	[H] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J]	PentagramAttribute (0 - No Elemental Attribute, 1 - Fire, 2 - Water, 3 - Earth, 4 - Wind, 5 - Darkness, 6 - Random)
//	[K] Description
// ------------------------------------------------------------------------------------------------------------------------------------------

// #######################################################################
// -- Golden Monster Event
// #######################################################################
// ----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]		[E]		[F]		[G]		[H]		[I]		[J]
// ----------------------------------------------------------------------
// -------------------------------------------------- Golden Monsters ---
3
	43		0	0	133		172		133		172		-1		1		// Golden Budge Dragon
	44		0	0	133		174		133		174		-1		1		// Golden Dragon
	53		0	0	133		176		133		176		-1		1		// Golden Titan (must be initialized before Golden Soldier)
	54		0	0	133		178		133		178		-1		1		// Golden Soldier
	55		0	0	132		83		132		83		-1		1		// Death King (must be initialized before Death Bone)
	56		0	0	132		83		132		83		-1		1		// Death Bone 
	78		0	0	133		180		133		180		-1		1		// Golden Goblin
	79		0	0	133		182		133		182		-1		1		// Golden Dragon
	80		0	0	133		184		133		184		-1		1		// Golden Lizard King
	81		7	0	25		34		25		34		-1		1		// Golden Vepar
	82		0	0	133		172		133		172		-1		1		// Golden Tantalos
	83		0	0	133		190		133		190		-1		1		// Golden Wheel
// ----------------------------------------------------------------------
	493		0	0	156		174		156		174		-1		1		// Golden Dark Knight
	494		0	0	156		176		156		176		-1		1		// The Golden Devil
	495		0	0	156		178		156		178		-1		1		// Golden Stone Monster
	496		0	0	156		180		156		180		-1		1		// Golden Crust
	497		0	0	156		182		156		182		-1		1		// Golden Satyr
	498		0	0	156		184		156		184		-1		1		// Golden Twin Tail
	499		0	0	156		186		156		186		-1		1		// Golden Iron Knight
	500		0	0	156		188		156		188		-1		1		// Golden EP
	501		0	0	156		190		156		190		-1		1		// Great Golden Dragon
	502		0	0	156		192		156		192		-1		1		// Golden Rabbit
end

// #######################################################################
// -- (1) Fortune Pouch Event - Kanturu Ruins
// -- (2) Fortune Pouch Event - Aida (1 ~ 2)
// -- (3) Fortune Pouch Event - Tarkan (1 ~ 2)
// -- (4) Fortune Pouch Event - Lost Tower (1 ~ 7)
// -- (5) Fortune Pouch Event - Atlans (1 ~ 3)
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]		[H]	[I]		[J]
// -----------------------------------------------------------------------
//3
//	365		37	30	1	1		255		255		-1	30		// Fortune Pouch (1)- 30
//	365		37	30	1	1		255		255		-1	50		// Fortune Pouch (1)- 50
//	365		33	30	1	1		255		255		-1	30		// Fortune Pouch (2)- 30
// 	365		33	30	1	1		255		255		-1	50		// Fortune Pouch (2)- 50
//	365		8	30	1	1		255		255		-1	30		// Fortune Pouch (3)- 30
//	365		8	30	1	1		255		255		-1	50		// Fortune Pouch (3)- 50
//	365		4	30	1	1		255		255		-1	30		// Fortune Pouch (4)- 30
//	365		4	30	1	1		255		255		-1	50		// Fortune Pouch (4)- 50
//	365		7	30	1	1		255		255		-1	30		// Fortune Pouch (5)- 30
//	365		7	30	1	1		255		255		-1	50		// Fortune Pouch (5)- 50
//end

// #######################################################################
// -- (1) Lunar Rabbit Event - Kanturu Ruins
// -- (2) Lunar Rabbit Event - Aida (1 ~ 2)
// -- (3) Lunar Rabbit Event - Tarkan (1 ~ 2)
// -- (4) Lunar Rabbit Event - Lost Tower (1 ~ 7)
// -- (5) Lunar Rabbit Event - Atlans (1 ~ 3)
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]		[H]	[I]		[J]
// -----------------------------------------------------------------------
3
	413		37	30	1	1		255		255		-1	50		// Lunar Rabbit (1)
	413		33	30	1	1		255		255		-1	50		// Lunar Rabbit (2)
	413		8	30	1	1		255		255		-1	50		// Lunar Rabbit (3)
